test_id,result
1,95.55582862382731
2,42.464546966734375
3,13.599989556418524
4,37.91023705459149
5,10.314637994879517
6,89.60968496698179
7,62.469252154005275
8,73.45721478956725
9,81.53749388866541
10,35.613309247689386
11,2.878600233351558
12,6.1519861450770925
13,93.64745800430488
14,71.42033332899587
15,30.35031752881888
16,62.505797531610085
17,32.39873047311546
18,69.63037136519009
19,61.752700948799564
20,78.25472763392438
21,56.6675384665174
22,12.099965148248494
23,80.98197637596273
24,61.33124759648159
25,58.32999132047168
26,55.09020669504218
27,78.03075886394608
28,17.442802937501245
29,21.950697393295147
30,53.9279466947154
31,76.90248066775531
32,51.595767822103966
33,70.07809036555331
34,61.51987449598
35,78.28127242542227
36,93.59410277767871
37,52.236259003954835
38,50.36007240751894
39,61.336945451504874
40,64.24526930380604
41,59.42445610223426
42,4.302878127646781
43,9.149724720581032
44,61.77574539815275
45,22.630923561717175
46,10.658305445032711
47,29.507078260493092
48,44.688560411411935
49,69.63460922862981
50,18.63119909746348
51,48.234373105577724
52,79.483385181104
53,28.867172103101566
54,65.26918352422057
55,90.66134019345411
56,13.693571417434914
57,11.094087335806202
58,74.27560316707276
59,19.048131342352637
60,69.66915186226997
61,37.4306482421421
62,78.69739146386019
63,42.89597625334805
64,5.15608009593409
65,72.57999440759329
66,97.9441380191382
67,83.33263729642313
68,7.527825068835526
69,29.062278940148012
70,27.173975685231532
71,7.507209320738295
72,35.355205443131574
73,23.03009532138074
74,92.45542349230001
75,55.077537440779764
76,6.035442480766406
77,74.89620892927708
78,4.88186019637461
79,54.91579507264349
80,11.515628946388457
81,31.257725520940426
82,36.46141856391317
83,55.9318770812016
84,32.449689577697626
85,32.7816458430515
86,59.86904962144896
87,56.44952411124705
88,60.89295743611155
89,63.44539083557916
90,40.58960800162048
91,45.750064618108496
92,14.151030719377111
93,0.5087887948293623
94,60.90360089710644
95,76.03825864684156
96,11.317898343971244
97,2.662226391202127
98,61.1221066985039
99,3.0994393072693582
100,92.29002235635313
101,85.43377057581635
102,11.880146257771917
103,2.927528036879945
104,34.61091059328976
105,41.82493661914448
106,72.57895888297415
107,47.32244983116624
108,53.833484530822574
109,60.533798261228696
110,22.056664465129415
111,67.10175034180412
112,31.080789627743567
113,41.95072150362237
114,60.82720169750847
115,8.94900623534145
116,89.21799870086707
117,71.73692051416533
118,86.08460518799184
119,54.68101742686978
120,82.15239259171145
121,85.14364939609976
122,64.73164142535117
123,91.54961393622585
124,78.18986952886804
125,21.470493881165986
126,4.583645148336424
127,82.23062391893293
128,10.20601602298713
129,53.16870543418929
130,42.636215432402246
131,38.56148455054744
132,97.07015163664595
133,4.284140979600615
134,62.491260859302734
135,17.894832483576117
136,32.30473107867109
137,34.24607852678074
138,24.0370653518266
139,4.098340350321483
140,39.84620788024361
141,66.48686361746331
142,49.44860455952226
143,74.30743523344859
144,35.27508839202584
145,45.669484160364135
146,97.79408415429641
147,46.59835131814177
148,86.12984611084195
149,82.69722813055196
150,54.5822350231185
151,46.731467501192306
152,35.493916530810985
153,2.395550060075291
154,25.34325587527546
155,79.19293953320337
156,86.88841906009446
157,80.66125500946441
158,50.60937554322504
159,48.62292933957334
160,45.174450760815134
161,65.64474760899664
162,68.6483169949568
163,95.35650489293995
164,68.87730973618517
165,28.50888387132945
166,25.76785781926294
167,47.31811114808331
168,96.83909535580656
169,4.271155784436898
170,43.337916306805226
171,61.933938561638755
172,20.75148868815856
173,56.57593730143876
174,38.92224866786559
175,1.2161280703217758
176,82.8632477418595
177,96.55283742106069
178,80.0460870588431
179,39.87037125839324
180,32.03450562343772
181,29.748922600793893
182,19.573836192981673
183,12.864472443955055
184,17.048675063127984
185,60.0459823769096
186,6.020219437662567
187,60.25330102191015
188,7.172710931653025
189,48.513889399765105
190,6.10432094823582
191,10.942483554839233
192,17.104615582504003
193,88.92258364073122
194,80.73131790633897
